course_code,course_name,credits,description
MATH-110,Intermediate Algebra,4.00,"Covers solving linear, quadratic, rational, and square root equations; solving linear inequalities; an introduction to functions; graphs of linear and quadratic functions; polynomial and rational expressions; rational exponents; and radical expressions.  Includes techniques of problem solving and applications.  Credit cannot be earned for bothMATH-1091,MATH-1092,MATH-1093,MATH-1094and MATH-110. Requires a non-graphing scientific calculator and access to an online homework management system."
MATH-112,Trigonometry,3.00,"For students in a technical or science program that requires knowledge of trigonometry. Topics include angles, right triangle trigonometry, circular functions and their graphs, trigonometric identities and equations, the Laws of Sines and Cosines, vectors, and a variety of physical applications. Course does not satisfy the MATH-175 or MATH-180 prerequisite. Requires a non-graphing scientific calculator for formal assessments and access to an online homework management system."
MATH-115,College Algebra,5.00,"Covers analytic geometry, functions and their graphs, algebraic and graphical solutions of equations and inequalities, graphs and zeros of polynomial functions, conic sections, linear and polynomial modeling, systems of equations and inequalities, sequences and series, and the Binomial Theorem. Includes techniques of problem solving and applications. Requires a non-graphing scientific calculator for some formal assessments and access to an online homework assessment."
MATH-122,Mathematics for Elementary Teachers I,4.00,"For students who are involved in a curriculum for elementary teachers. Includes problem solving, set theory, number theory, numeration systems, whole numbers, and fractions. Addresses two aspects of teaching children mathematics – content and pedagogy – focused on Michigan Department of Education Standards for the Preparation of Teachers of Lower Elementary (Pre-K – 3) and Upper Elementary (Grades 3 – 6). Also addresses concept development, algorithms, children’s mathematical work, and communication skills--both oral and written--important for teaching children."
MATH-131,Mathematics for the Modern World,4.00,"For students pursuing a liberal arts curriculum or a program without a specified mathematics requirement. Topics include linear and exponential growth; statistics; personal finance; and geometry, including scale and symmetry. Emphasizes techniques of problem-solving and application of modern mathematics to understanding quantitative information in the everyday world."
MATH-141,Introduction to Statistics,4.00,"Designed as a first course for students in business administration, education, social sciences, engineering, and other fields in which data are collected and predictions are made. Covers descriptive measures, the summarizing of data, an introduction to probability, discrete probability distributions, normal probability distributions, sampling distributions, estimation, confidence intervals, hypothesis testing, correlation, regression, chi square tests, one-way analysis of variance (ANOVA), and use of nonparametric tests. In addition, utilizes a statistical software package to conduct data analysis and solve applied problems. Requires a graphing calculator, with the TI-84 Plus series recommended. Also requires access to an online homework management system as well as a statistical software package."
MATH-165,Mathematics for Calculus,6.00,"Topics include algebraic, graphical and numerical representations of functions, including transformations, composition and inverses of functions. Focuses on the study of polynomial, rational, root, exponential and logarithmic functions, and trigonometric and inverse trigonometric functions of real numbers. Also includes equation solving and trigonometric identities. Techniques of problem solving and applications are included throughout the course requiring the frequent usage of graphing utilities. Requires a non-graphing scientific calculator for some formal assessments and access to an online homework system."
MATH-175,Precalculus,5.00,"Topics include algebraic, graphical and numerical representations of functions, including composition and inverses of functions.  Focuses on the study of rational functions, exponential and logarithmic functions, and trigonometric functions of real numbers and angles. Also includes analytic trigonometry and solutions of triangles. Techniques of problem solving and applications are included throughout the course requiring the frequent usage of graphing utilities. Requires a non-graphing scientific calculator for some formal assessments and access to an online homework system."
MATH-180,Calculus I,5.00,"For students planning to pursue a course of study involving a concentration in mathematics. Topics include limits, continuity, the derivative, differentiation of algebraic, exponential, logarithmic, trigonometric and inverse trigonometric functions, applications of the derivative, antidifferentiation, and the definite integral.  Numerical, graphical and algebraic approaches are used whenever possible. Credit cannot be earned for both MATH 153 and 180.  Requires a non-graphing scientific calculator for some formal assessments, access to a free graphing utility application to support learning and during informal assessments, and access to an online homework system."
MATH-183,Calculus II,5.00,"Topics include applications of the integral, techniques of integration, numerical integration, improper integrals, solutions of separable differential equations, infinite series, polynomial approximations of functions, power series, Taylor and MacLaurin series, and parametric and polar equations. Utilizes numerical, graphical, and algebraic approaches whenever possible.  Includes applications throughout the course.  Requires a non-graphing scientific calculator for some formal assessments, access to a free graphing utility application to support learning and during informal assessments, and access to an online homework system."
MATH-222,Mathematics for Elementary Teachers II,4.00,"For students who are involved in a curriculum for elementary teachers. Topics include rational numbers, proportional reasoning, algebraic reasoning. Also, topics from geometry including Van Hiele levels of understanding, definitions of geometric concepts, measurement, conversions between units, concepts of perimeter, area and volume, derivations of formulas, flat patterns and symmetry. Addresses two aspects of teaching children mathematics – content and pedagogy – focused on Michigan Department of Education Standard for the Preparation of Teachers of Lower Elementary (Pre-K – 3), Upper Elementary (Grades 3 – 6), and Middle Grades (Grades 5 - 9). Also, addresses concept development, algorithms, children’s mathematical work, communication skills--both oral and written--important for teaching children, and problem-solving skills."
MATH-275,Discrete Mathematics,4.00,"For students in a computer engineering or computer science program. Covers logic, methods of proof, set theory, algorithms, recursion, correctness, relations, partial orderings, graphs, trees, Boolean algebra, grammars, and finite-state machines. Includes various applications throughout the course. Requires a non-graphing scientific calculator for some formal assessments, access to a free graphing utility application to support learning and during informal assessments, and access to an online homework system."
MATH-280,Calculus III,5.00,"Covers topics such as the calculus of vector-valued functions, the differential calculus of functions of more than one variable, directional derivatives, gradients, partial derivatives, multiple integration, vector fields, and line integrals. Various applications are covered throughout the course. Utilizes numerical, graphical, and algebraic approaches whenever possible. Requires a non-graphing scientific calculator for some formal assessments, access to a free graphing utility application to support learning and during informal assessments, and access to an online homework system."
MATH-283,Linear Algebra,3.00,"Introduces matrix and linear algebra. Covers systems of linear equations, matrix operations and properties of matrices, determinants, the n-dimensional real vector space, general vector spaces, inner product spaces, linear transformations, and eigenvalues and eigenvectors. Presents various applications. Requires a non-graphing scientific calculator for some formal assessments, access to a free graphing utility application to support learning and during informal assessments, and access to an online homework system."
MATH-288,Differential Equations,5.00,"Introduces ordinary differential equations by means of algebraic, numerical, and graphical analysis (including phase-plane analysis). Examines first order differential equations, second and higher order linear equations, methods for nonhomogeneous second order equations, series solutions, Laplace transforms, linear systems, and linearization of nonlinear systems. Covers various applications throughout the course. Requires a non-graphing scientific calculator for some formal assessments, access to a free graphing utility application to support learning and during informal assessments, and access to an online homework system."
MCA-131,Introduction to Media Communication,3.00,"This course explores the role of media and communication in shaping society, culture, and public opinion across digital, social, and print platforms such as books, radio, TV, film, video games, PR, advertising, social media, global media, and more. Through historical, economic, ethical, and cultural perspectives, students will examine how media affects our daily lives and influences our interactions, values, and understanding of the world."
MCA-132,Film History and Criticism,3.00,"This course explores the medium of film as an art form, an industry, and a source of entertainment, examining its historical, cultural, and technical evolution. Students will analyze cinematic techniques, genres, and influential movements to assess films’ visual and narrative elements, understand cinema's personal, social, and global impact, and appreciate its role in shaping our world—from early movies to contemporary films."
MCA-151,Digital Audio Editing,1.00,This course explore the fundamentals of digital audio editing and theory through hands-on projects using professional audio software in the department’s computer lab and podcast studios.
MCA-157,Digital Video Editing,1.00,"This course offers an intensive introduction to digital video editing using industry-standard software in the Media Communication Arts video lab. Students will work on hands-on exercises and projects, exploring both hardware and software applications essential for professional video editing."
MCA-189,Introduction to WHFR Radio,1.00,"This course offers an introduction to WHFR-FM, the college's non-commercial, educational broadcast and internet radio station. Students will learn essential station rules, operational procedures, and equipment usage, while developing foundational skills in broadcast writing and on-air announcing, including music, public service, promotional, and/or sports/news. Open to all students, this course is required for those interested in joining the WHFR staff and contributing to station operations and programming. Upon successful completion, students will be eligible to volunteer as WHFR staff members."
MCA-235,Topics in Film and Media,3.00,"Offers special study in an area of film or another media-related medium, organized by theme, genre, historical period, or other criteria. Specific topics are listed in the semester class schedule; see individual course syllabi in the School of Liberal Arts office."
MCA-241,Media Writing,3.00,"This course explores techniques and critical analysis involved in media writing across traditional and digital platforms, including scriptwriting for commercials, public service announcements, broadcast and digital content, as well as screenwriting for film and television. Students will gain hands-on experience with industry-standard practices, focusing on impactful and ethical storytelling across cinematic, broadcast, internet, and social media."
MCA-243,Media Performance,3.00,"This course offers experience in media performance, focusing on techniques for effective communication in front of the camera and microphone. Students will develop skills in announcing, interviewing, voiceover, and on-camera performance, building confidence in vocal delivery, body language, and character portrayal within a professional media studio environment. Emphasis is placed on industry standards, studio protocol, and adaptability across a variety of audio and visual media platforms, including independent and social media performance roles. Additionally, this class offers insights for those students interested in directing or producing to collaborate effectively with talent, and for media writers to explore the performance side of character development."
MCA-251,Audio Production,3.00,"This course introduces students to professional audio recording and production techniques, including microphone setup, digital multi-track editing, and mixing. Using industry-standard software, students will complete hands-on projects to develop foundational skills in audio programming and production."
MCA-257,Video Production,3.00,"This course introduces the fundamental concepts and skills of film and video production, covering the entire production process from planning to editing. Emphasis is placed on key equipment and essential techniques, with an exploration of the unique aspects of different media formats. Students will complete individual and group projects, working both in the studio and on location to gain hands-on experience."
MCA-258,Advanced Media Production,3.00,"This course is designed to build on foundational knowledge and equip students with advanced tools to further develop their skills in multimedia production. Through hands-on projects such as drone, gimbal, and glide camera operation, students will explore advanced techniques in shooting, lighting, editing, and special effects across specialized formats for news, entertainment, and education, working both on location and in studio settings."
MCA-261,Broadcast Journalism,3.00,"This course offers an immersive experience in broadcast journalism, covering news writing, production, and ethical considerations for radio, television, and digital media. Students will work on the news team of WHFR-FM 89.3, Henry Ford College’s student-run station, contributing high-quality broadcast stories through written copy, audio actualities, and prerecorded interviews. In addition, students will produce TV news packages and stories in the studio, gaining hands-on experience with industry-standard equipment and techniques while upholding professional ethical standards in journalism."
MCA-281,Media Communication Arts Capstone,1.00,"This course provides an opportunity for students in their last semester of the Media Communication Arts Associate of Arts program to demonstrate and apply the knowledge and skills they’ve gained throughout their studies. Taken during the final term of required MCA coursework, it prepares students for graduation and future academic or professional opportunities by emphasizing practical application and reflection, and showcasing the achievements of their educational journey."
MCA-294,Media Communication Arts Internship,3.00,"This course provides hands-on experience supporting media-related work in a variety of setting options, such as a radio or TV station, local community access facility, social media agency, advertising firm, public relations office, non-profit, or other organization that integrates media as part of their operations or outreach efforts.  Students will complete 125–150 hours of work, either volunteer or paid, as determined by the host organization. Internship opportunities vary each semester, and students must collaborate with the instructor to secure placement at least ONE MONTH before the semester begins. This experience offers valuable industry insights, skill development, and professional networking in the dynamic field of media communication."
MCA-295,Media Communication Arts Directed Study,3.00,"This course offers students the opportunity to design and execute a self-directed project within the Media Communication Arts field under the mentorship of a faculty advisor. Students will conceptualize, plan, and develop a project that may be scholarly, creative, technical, or a combination of these approaches. Projects should reflect the student’s academic and/or professional interests and must receive prior approval from the instructor. Regular progress reviews and critical reflection will support the creation of a high-quality final outcome."
MFMT-151,Power Engineering Stationary Steam Core Skills,5.00,"Prepares a student to function effectively as an entry-level Stationary Steam Engineer or in the capacity as introductory power plant personnel.  Provides basic skills, knowledge, and familiarization with power, process, and heating-cooling plants through the study of basic principles and how they apply to the various types of equipment and systems found in such plants. Emphasizes the need for a hands-on approach where possible in a workplace laboratory setting and this is provided in the cogeneration lab with appropriate activities. Covers general workplace and personal safety along with hazardous or environmental concerns. Mandatory field trips and plant visits."
MFMT-224,Automated Control Systems 1,2.00,"Provides practical application of repair and maintenance skills to automated control systems. Includes various commercial-industrial plant heating, power, process, building and facilities equipment and systems. Covers the fundamentals of instrumentation calibration, solid-state components, microprocessors, logic circuits, and programmable logic controllers (PLC) areas. Learners must be prepared to access simulation, computer interface, and similar materials online for completion of this course. Plant visits may be required."
MFMT-241,Power Engineering/Refrigeration License Review,5.00,"Advanced-level course providing refrigeration system operators, refrigeration journeymen, refrigeration service, and maintenance technicians with a comprehensive review in preparation to take a 1st, 2nd, or 3rd Class Refrigeration Operator License exam, the Refrigeration Journeyman License exam, similar related exams or to prepare for commercial or industrial refrigeration operation and maintenance positions. Covers the fundamentals of refrigeration, identification, and functions of various refrigeration systems and equipment with special commercial and industrial refrigeration systems covered on the license exams. Access to computers is critical for the mandatory computer-aided field research which requires visits to current refrigeration industry web sites. Students must be computer literate with web browsers, word processing, spreadsheets, e-mail, and other computer-online activities. Laboratory activities.  May require field trips.  NOTE: License exams are not included in this course."
MFMT-248,Power Engineering - Steam License Review,5.00,"An advanced-level course for engineers seeking 1st or 2nd Class Steam License. Course reviews various power engineering subjects including boilers, basic thermodynamics, boiler operation, maintenance, plant efficiency, pumps, auxiliaries, power plant accessories, turbines, engines, electrical, compressors, internal combustion engines, and national, state and local steam and boiler codes. Explores how to solve typical power plant problems. Also offers information on how to study, sketch, analyze, and describe the function of systems and components on commercial-industrial power and process plant equipment and systems. NOTE: License exams are not included in this course."
MGT-230,Principles of Management,3.00,"Examines the functions, principles, history, environments, and philosophy of modern management as well as the nature and structure of organizations.  Emphasizes recent developments in organizational decision making, styles of managerial leadership, and the role of effective communication in management. Also explores motivating, managing, recruiting, and terminating employees."
MGT-231,Leadership and Team Building,3.00,"Explores how to develop and improve supervisory skills. Covers effective leadership techniques, how to identify and evaluate various leadership styles, and development of teambuilding skills."
MGT-237,Organizational Behavior,3.00,"Introduces psychological theory, research, and practice in the business environment. Examines selection criteria and predictors, training and development, performance appraisal, employee motivation and satisfaction, and occupational health. Analyzes and evaluates effective teamwork strategies, leadership theories, and union-management relationships."
MGT-241,Small Business Management and Entrepreneurship,3.00,"Examines the role of small business and entrepreneurship in the current economy with emphasis on launching and operating a new business. Also explores the purpose of and need for a business plan, and other important aspects such as financial needs, marketing plans, personnel and operational management, legal issues, and location. Includes the individual creation of a business plan for a start-up company."
MOA-101,Administrative Medical Procedures I,4.00,"Introduces the profession of medical assisting. Emphasizes administrative skills utilized in ambulatory care. Discusses administrative and clinical duties of the Medical Assistant Practitioner. Also includes but is not limited to medical office receptionist duties, maintaining medical records, billing and fee collection, medical practice finance, computer applications, and emergency preparedness."
MOA-110,Processing Health Insurance Claims,2.00,"An introductory-level insurance billing course centering on the medical office. Presents the coding systems used in conjunction with the International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM) and the Current Procedural Terminology (CPT) manual. Also discusses how information is used to process health insurance claims for Blue Cross/Blue Shield (BCBS), Medicare, Medicaid, Tricare, Commercial, and Workers Compensation."
MOA-122,Introduction to Medical Assistant Clinical Procedures,2.00,"An introductory level clinical course for students in the medical assistant program. The student will wear program clinical attire, (HFC scrubs, lab coat), and will be introduced to OSHA, CDC, emergency preparedness, along with universal and standard precautions. The student will be able to apply safety knowledge learned in the course while mastering content in the class such as a complete physical exam, specialty exams, patient transfer and vital signs."
MOA-152,Medical Assistant Clinical Procedures II,5.00,"An advanced-level medical assistant course that explores the clinical functions of the medical practice. Presents topics such as phlebotomy, administration of medication, electrocardiography, assisting with minor surgery, and treatments. Students practice the concepts of medical and surgical asepsis, and routine diagnostic tests and procedures."
MOA-165,Physician Billing Concepts,4.00,"This course is designed to build upon the knowledge gained in MOA-101, and MOA-110.  The process of electronic claims preparation is practiced through classroom simulations. The student will use medical office computer applications to establish patient, insurance, facility data bases. This information allows the user to prepare statements, bill insurance companies, post payments to the patient account, and generate statements and other financial documents utilized in the physician’s office."
MOA-168,Facility Billing Concepts,4.00,"Focuses on the billing process unique to health care facilities. Examines the hospital billing environment, coding, payment methods, and Uniform Billing Forms for Hospitals claims along with billing simulations."
MOA-170,Medical Correspondence,3.00,"Focuses on the variety of medical correspondence found in ambulatory health care facilities. Introduces the procedures used for initiating and documenting patient care using an electronic health record system. Also covers medical office workflow, practice finance, medical billing and coding, clinical procedures, and administrative functions of the front office. Laboratory activities."
MOA-181,Medical Collection and Legal Issues,3.00,"An advanced physician billing course focusing upon payment posting, fee schedules, HMO capitation reports, rejections, billable/non-billable services, claim status, and collections. Also discusses ethics in relation to billing and billing issues."
MOA-190,Medical Office Externship,4.00,"Offers a capstone clinical externship for the medical assistant student, including 165 hours of clinical experience at an assigned ambulatory care facility. The course Includes a structured class component."
MOA-205,Insurance Coding and Reimbursement,3.00,"Further develops the methods and skills necessary for optimal reimbursement for services rendered in a healthcare setting. Explores billing and reimbursement cycle, HIPAA, diagnostic coding and procedural coding, coding compliance, and claims processing as well as physician and hospital coding reimbursement. Also provides an overview of the key financial circumstances impacting the healthcare delivery system."
MTT-100,Machine Tool Processes I,4.00,"An entry-level course in manufacturing processes involving turning, threading, drilling, reaming, tapping, and milling.  Covers part processing, machines, and tooling used along with speeds and feeds and inspection techniques in relation to operations. Safety is an integral part of the course. Laboratory activities."
MTT-102,Hand and Power Tools,1.00,Introduces safe and effective use of hand and power tools. Emphasizes the application of tools most commonly used by industrial technicians.
MTT-105,Print Reading for Manufacturing,3.00,"Surveys the fundamentals of print reading and focuses on concepts and techniques used in various segments of the manufacturing industry. Covers print reading components, such as title blocks, parts lists, geometric terms, and construction. Topics include how to read multi-view drawings, which include section views and auxiliary views, and how to develop strategies for recognizing part shape and size through multiple styles of industrial drawings. Also emphasizes an understanding of part process completion, industrial materials, fasteners, cams, gears, numerical control, and surface finish."
MTT-110,Machine Tool Processes II,4.00,"A hands-on course offering advanced manufacturing processes experience on the lathe, mills, and grinders. Emphasizes the proper usage and safety protocols of equipment and tools used in performing machining operations. Also covers the efficient use and the troubleshooting of carbide, ceramic, and diamond-cutting tool materials."
MTT-120,Practical Problems in Machine Tools I,3.00,"Explores how to increase machining efficiency and quality of workmanship.  Individualized instruction helps the student overcome deficiencies in machining on the lathe and vertical milling machine. Emphasizes tool sharpening, set-up, and safety protocols."
MTT-130,Quality Control Gaging and Inspection,3.00,"An entry-level course covering the following manufacturing inspection methods: layout, surface plate techniques, tool and instrument reading and uses, and floor and receiving inspection. Also discusses surface finish measurement, introduction to SPC techniques, and GDT. Laboratory activities."
MTT-140,Introduction to CNC,3.00,"An entry-level course covering the basic concepts of computer numerical control (CNC). Also explores set-up, operation, and programming of a CNC mill and CNC lathe. Laboratory activities."
MTT-145,CNC Operations,4.00,"Introduces the concept of computer numerical control (CNC) operations as they exist in the manufacturing environment. Examines setup, operation, and programming of the CNC mill and lathe through MDI and off-line programming. Extensive laboratory activities."
MTT-146,Introduction to Machine Tool Probing,1.00,"Covers the elementary functions and application of the electronic probe on a Vertical Machining Center. Topics include set-up and calibration of the probe and use and application of the following cycles - Bore/Boss measuring cycle, Web/Pocket measuring cycle, and internal and external cycles. Laboratory activities."
MTT-147,Basic Macro Programming for CNC,1.00,"Introduces macro programming as applied to CNC machine tools. Basic elements of this type of programming include defining a macro, defined variables vs. undefined variables, and the use and application of arithmetic, logical and Boolean operators. Includes both classroom and application-based activities in the CNC laboratory."
MTT-148,Advanced CNC Probing,1.00,"Coursework further explores the use and application of the electronic probe on CNC machine tools. Examines how to write cycles to use the probe in such activities as vector measuring, 4th axis applications, stock allowance, and angle measurement along with work coordinate offset measurement. Also covers how to prove work on the CNC vertical machining center. Laboratory activities."
MTT-150,Statistical Process Control (SPC) In Manufacturing,3.00,"Covers the use of Statistical Process Control (SPC) in manufacturing to achieve optimum product quality at lowest cost. Development of statistical charts and their interpretation related to process improvement are integral parts of the course. Also covers formulas pertaining to various charts, gage R & R, Cp, and Cpk."
MTT-160,Computer Assisted N/C Programming,3.00,"An introductory-level course in computer-assisted part programming. Covers programming for both the CNC mill and lathe. Coursework utilizes CAD/CAM software (Mastercam, Catia, and UG NX) running on a personal computer."
MTT-170,Advanced Computer Assisted N/C Programming,3.00,"A study in advanced methods of part programming using CAD/CAM software (Mastercam, Catia, and UG NX) on a personal computer. Emphasizes programming three-dimensional (3-D) parts. Class assignments include multiple-part programming."
MTT-275,Advanced CNC Operations,4.00,"Emphasizes the total aspects of computer numerical control (CNC) as applied in manufacturing today. Covers estimating for CNC manufacturing, DNC, tool selection, cutting-tool material selection, and small-batch production."
MTT-297,Special Topics in Machine Tool Technology,1.00,"Explores selected topics as determined by the academic department and the instructor with emphasis on current machine tool technology. Specific special topics are announced together with the prerequisites each term. Student can repeat the course when different topics are offered, earning credit for each different topic. Course may be used toward fulfilling the specific degree requirements for an associate degree or certificate."
MTT-298,Special Topics in Machine Tool Technology,2.00,"Explores selected topics as determined by the academic department and the instructor with emphasis on current Machine Tool Technology. Specific special topics are be announced together with the prerequisites each term. Student can repeat the course when different topics are offered, earning credit for each different topic. Course may be used toward fulfilling the specific degree requirements for an associate degree or certificate."
MUS-107,Chorus 1,1.00,"First of four semesters of Concert Choir including preparation and performance of a broad spectrum of choral music from classical to popular, show tunes, and jazz. At least two performances are scheduled each semester, sometimes accompanied by band or orchestra. These courses are open to college students and adult members of the community. New singers may audition before or during the first week of class. No preparation is necessary, but the demonstration of the ability to sing in tune and hold a part (soprano, alto, tenor, or bass) is required."
MUS-108,Chorus 2,1.00,"Second of four semesters of Concert Choir including preparation and performance of a broad spectrum of choral music from classical to popular, show tunes, and jazz. At least two performances are scheduled each semester, sometimes accompanied by band or orchestra. These courses are open to college students and adult members of the community."
MUS-109,Symphony Band 1,1.00,"First of four semesters of wind ensemble (symphony band) including preparation and performance of standard concert band music and transcriptions of all styles. This group performs for college as well as community functions. These courses are open to college students, adult members of the community, and advanced placement high school students. Woodwind, brass, and percussion instrumentalists should contact the director for auditions prior to the first rehearsal."
MUS-110,Symphony Band 2,1.00,"Second of four semesters of wind ensemble (symphony band) including preparation and performance of standard concert band music and transcriptions of all styles. This group performs for college as well as community functions. These courses are open to college students, adult members of the community, and advanced placement high school students who play woodwind, brass, and percussion instruments."
MUS-111,Jazz Band 1,1.00,"First of four semesters of jazz band, including preparation and performance of Big Band music in a variety of jazz styles from swing to contemporary. This group, which performs several concerts each semester, is open to college students and adult members of the community who play saxophone, trumpet, trombone, piano, guitar, bass, or drums. New instrumentalists should contact the director to arrange for an audition prior to the first rehearsal."
MUS-112,Jazz Band 2,1.00,"Second of four semesters of jazz band, including preparation and performance of Big Band music in a variety of jazz styles from swing to contemporary. This group, which performs several concerts each semester, is open to college students and adult members of the community who play saxophone, trumpet, trombone, piano, guitar, bass, or drums."
MUS-113,Applied Music (one credit) 1,1.00,"First of four semesters of weekly half-hour private lessons intended to improve vocal or instrumental musicianship through study with a professional teacher.  Students should contact the applied music director prior to or during the first week of the semester for teacher assignments.  A juried performance is required at the conclusion of each semester.  In addition to tuition, the student must also pay a weekly fee to the private instructor."
MUS-114,Applied Music (two credits) 1,2.00,"First of four semesters of weekly one-hour private lessons intended to improve vocal or instrumental musicianship through study with a professional teacher. Students should contact the applied music director prior to or during the first week of the semester for teacher assignments. A juried performance is required at the conclusion of each semester. In addition to tuition, the student must also pay a weekly fee to the private instructor."
MUS-115,Applied Music (one credit) 2,1.00,"Second of four semesters of weekly half-hour private lessons intended to improve vocal or instrumental musicianship through study with a professional teacher. Students should contact the applied music director prior to or during the first week of the semester for teacher assignments. A juried performance is required at the conclusion of each semester. In addition to tuition, the student must also pay a weekly fee to the private instructor."
MUS-116,Applied Music (two credits) 2,2.00,"Second of four semesters of weekly one-hour private lessons intended to improve vocal or instrumental musicianship through study with a professional teacher. Students should contact the applied music director prior to or during the first week of the semester for teacher assignments. A juried performance is required at the conclusion of each semester. In addition to tuition, the student must also pay a weekly fee to the private instructor."
MUS-117,Piano Class 1,2.00,A beginning-level piano class where students learn to read and play piano music. Instruction takes place in the HFC Music Technology Lab.
MUS-118,Piano Class 2,2.00,This course builds upon skills developed in MUS 117 (Piano Class 1). Instruction takes place in the HFC Music Technology Lab.
MUS-121,Jazz Improvisation 1,2.00,"First of four semesters of jazz improvisation in which skills are developed through the study of jazz theory and the performances of a variety of jazz styles in a small group, jazz combo setting."
MUS-122,Jazz Improvisation 2,2.00,"Second of four semesters of jazz improvisation in which skills are developed through the study of jazz theory and the performances of a variety of jazz styles in a small group, jazz combo setting."
MUS-123,Voice Techniques 1,2.00,"This course is for singers of all ages and interests.  Covers basic singing techniques including breath control, diction, posture, and tone quality; instruction takes place in a classroom setting. Techniques are applied to a variety of songs."
MUS-126,Recording Studio Engineering 1,3.00,"Provides hands-on experience in digital audio engineering. Explores how to engineer recording sessions by working in an actual recording studio with live musicians. Also covers basic techniques in setting up recording sessions, preparing computer files, microphone usage and placement, digitizing principals, audio acquisition options, midi integration and session management."
MUS-127,Audio Mastering 1,3.00,"Provides hands-on experience and guided practice in digital audio mixing and mastering. Explains how to prepare complex digital audio files for duplication and audio for mixing.  Also covers basic techniques in mixing room acoustics,  software plug-ins, how to troubleshoot various audio problems, equalization, stereo imagery, noise limitation, and bit conversion. Uses professional audio production software."
MUS-128,Musical Production 1,3.00,Combines the study of musical skills and techniques involved in a staged musical production with performance activity in a major production and/or the classroom.
MUS-130,Music Appreciation,3.00,"Introduces the basic elements and organizational forms of music, and emphasizes listening skills, music vocabulary, and being open-minded toward all types of music."
MUS-132,Music Literature,3.00,"This class explores the development of listening skills and traces the musical trends of different time periods of Western Music History. With a deep look at music through the lens of symphonic and chamber music, students can expect open discussions on the definition of art and a challenge to preconceived notions of what music is and how it can be experienced."
MUS-133,Exploring Popular Music,3.00,"This class explores the history of popular music from the 1950's through today, with emphasis on the relationship between music and sociopolitical issues."
MUS-134,Music Fundamentals,3.00,"Explains how to read music, including notes, clefs, rhythms, time signatures, scales, intervals, and basic chords. Recommended for the student who has a minimal background in music."
MUS-138,Music Theory 1,3.00,"The first class in the music theory sequence. Requires the ability to read music and have a basic understanding of key signatures and time signatures. Covers tonality, intervals, triads, and basic voicings. Recommended to be taken in conjunction with MUS 141: Aural Music Skills 1."
MUS-139,Music Theory 2,3.00,"Covers triads in inversion, phrase and cadences, harmonic progressions, and four-part harmonization including voice leading. Recommended to be taken in conjunction with MUS 142, Aural Music Skills 2."
MUS-141,Aural Music Skills 1,2.00,"Introduces the singing and transcribing of simple melodies, as well as fundamental conducting techniques for the development of rhythmic skills. Recommended for all instrumental and vocal musicians. Strongly recommended to be taken in conjunction with MUS 138, Music Theory 1."
MUS-142,Aural Music Skills 2,2.00,"Develops sight singing and ear training skills introduced in MUS 141. Focuses on how to transcribe two-part and four-part pieces in major and minor keys. Recommended for aspiring full-time music students. Strongly recommended to be taken in conjunction with MUS 139, Music Theory 2."
MUS-143,Vocal Jazz Ensemble 1,1.00,"First of four sequential semesters of vocal jazz ensemble, covering preparation and performance of a variety of jazz and popular music in an ensemble of 8-20 voices.  Group performs for various HFC and community functions. New singers may audition before or during the first week of class. No preparation is necessary, but the demonstration of the ability to sing in tune and hold a challenging part (soprano, alto, tenor, or bass) is required."
MUS-144,Vocal Jazz Ensemble 2,1.00,"Second of four sequential semesters of vocal jazz ensemble, covering preparation and performance of a variety of jazz and popular music in an ensemble of 8-20 voices. Group performs for various HFC and community functions."
MUS-152,Music Notation with Finale 1,2.00,"Provides instruction in the use of “Finale” by Coda which is the current industry standard for music software. Covers basic document setup, how to use templates, tool palettes, importing and saving files, and file playback. To register for this course, students must have a basic knowledge of how to use a computer and file playback."
MUS-154,Arab Music Appreciation,3.00,Arab Music Appreciation is a course designed to provide basic knowledge on Arab music while allowing the student to gain a deeper understanding of the variations of Arab culture through its music.
MUS-156,Music Technology,3.00,"This course covers computer literacy as relevant to the contemporary musician. In addition to computer basics like file management, word processing, and spreadsheets, students will be introduced to music notation software and digital recording techniques. A focus of the class is navigating though the complex menus of music software, understanding methods of collaboration, exploring current software options, and the creation of professional looking  sheet music and professional sounding recordings.  This course fulfills general education and institutional outcomes for computer technology. Students are required to read music notation for this class."
MUS-157,Applied Music (Live Sound Reinforcement and Recording),1.00,"Half-hour private lessons with a professional private teacher, intended to learn techniques for sound reinforcement and recording of live music performances. Students should contact the Applied Music Director prior to or during the first week of the semester for teacher assignment."
MUS-191,Audio Recording Technology 1,4.00,"Provides hands-on experience and guided practice in digital audio engineering, digital audio mixing, and basic digital audio mastering. Explores how to engineer recording sessions by working in an actual recording studio with live musicians. Covers basic techniques in microphone usage and placement, digitizing principals, audio acquisition options, midi integration and session management.  Explains how to prepare complex digital audio files for duplication and audio for mixing. Also covers basic techniques in mixing room acoustics, software plug-ins, how to troubleshoot various audio problems, equalization, stereo imagery, noise limitation, and bit conversion. Applies core skills, workflows, and concepts of recording, editing and mixing on an Avid Pro Tools system learned in MUS-192: Pro Tools 101."
