"Course Subject Code","Course Number","Course Title","Credits - Credit Hours - Credit Hours Min","Credits - Credit Hours - Credit Hours Max","Credits - Credit Hours - Credit Hours Value","Credits - Credit Hours - Credit Hours Operator","Credits - Contact Hours - Contact Hours Min","Credits - Contact Hours - Contact Hours Max","Credits - Contact Hours - Contact Hours Value","Credits - Contact Hours - Contact Hours Operator","Credits - Billing Hours - Billing Hours Min","Credits - Billing Hours - Billing Hours Max","Credits - Billing Hours - Billing Hours Value","Credits - Billing Hours - Billing Hours Operator","Credits - Lecture Hours - Lecture Hours Min","Credits - Lecture Hours - Lecture Hours Max","Credits - Lecture Hours - Lecture Hours Value","Credits - Lecture Hours - Lecture Hours Operator","Credits - Lab Hours - Lab Hours Min","Credits - Lab Hours - Lab Hours Max","Credits - Lab Hours - Lab Hours Value","Credits - Lab Hours - Lab Hours Operator","Credits - Other Hours - Other Hours Min","Credits - Other Hours - Other Hours Max","Credits - Other Hours - Other Hours Value","Credits - Other Hours - Other Hours Operator","Credits - Course Count","Credits - Repeatable","Credits - Number Of Repeats","Credits - Number Of Credits","Course Description"
"TRIN","145","GEOMETRIC TOLERANCING & POSITI","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","145  GEOMETRIC DIMENSIONING & TOLERANCING    2(2-0)

This course provides an in-depth study of interpreting geometric tolerancing as it is used on blueprints in today's industrial environment.

Prerequisite: TRIN144"
"MATH","210","GEOMETRY FOR ELEM TEACHERS","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","210 GEOMETRY FOR ELEMENTARY TEACHERS	FALL, SPRING	4 (4-0)

This course explores the fundamental ideas of planar and spatial geometry. Content includes the analysis and classification of geometric figures; the study of geometric transformations; symmetry, and similarity; and an overview of measurement. The course also includes an introduction to the use of computers in the teaching and learning of informal geometry. This course was specifically designed to transfer to Western Michigan University’s elementary education program and may not transfer to other institutions.

Prerequisites: R, MATH 095 with C or better, Accuplacer 71 on Elem Alg, SAT 530 (26.5), ACT Math 20, compass math 46, pre Alg and 48 Alg."
"CIS","289","GEOSPATIAL ANALYSIS","3","-","-","-","4","-","-","-","4","-","-","-","2","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","289 GEOSPATIAL ANALYSIS     3 (2-2)

Spatial data analysis involves examining the location, attributes, and relationships of data that are geographically or spatially referenced. It typically includes techniques and processes that enable the understanding, interpretation, and visualization of spatial data to uncover patterns, trends, and relationships that are not immediately apparent with non-spatial analysis.

This capstone course covers the application of powerful techniques using commercial GIS software, equipping students with essential skills to address multifaceted spatial questions. Emphasizing practical applications, the course covers surface interpolation, cluster and hot spot analysis, network analysis, and time series analysis. 

Common applications of spatial data analysis include business location analysis, supply chain management, urban planning, environmental management, public health (e.g., tracking disease outbreaks), real estate (e.g., property valuation and site selection), and agriculture (e.g., precision farming).

Prerequisites: CIS 237

Additional Course Fee: $30.00"
"GEOG","158","GEOSPATIAL TECHNOLOGIES","3","-","-","-","4","-","-","-","4","-","-","-","2","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","158 GEOSPATIAL TECHNOLOGIES     3 (2-2)

This survey course is designed to introduce the “science of where,” the application of tools and techniques to collect, manage, analyze, visualize, and share information that is spatial. Topics include cartography and map design, geospatial data and GPS, geographic information systems (GIS), remote sensing (RS), and geospatial applications. This course will provide hands-on experience and a solid foundation that develops high-demand, high-wage skills used in research and industry across several disciplines, including the natural sciences, social sciences, business, engineering, urban planning, and criminal justice. This course is cross listed with CIS 158. 

Prerequisites: None

Additional Course Fee: $30.00"
"CIS","158","GEOSPATIAL TECHNOLOGIES","3","-","-","-","4","-","-","-","4","-","-","-","2","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","158 GEOSPATIAL TECHNOLOGIES  Fall, Spring, Summer  FEE  3 (3-0)
This survey course is designed to introduce several aspects of geospatial technologies. Topics include cartography and map design, geospatial data and GPS, geographic information systems (GIS), remote sensing (RS), and geospatial applications. This course will provide hands-on experience and a solid foundation that leads to more specialized courses leading to a CIS degree in GIS. Home computer access recommended.
Prerequisites: None"
"CIS","279","GIS CUSTOMIZATION AND PROGRAMM","3","-","-","-","4","-","-","-","4","-","-","-","2","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","279 GIS CUSTOMIZATION & PROGRAMMING   3 (2-2)

Introduces design, coding and implementation of GIS-based software and models to GIS users who have no prior programming experience. Covers the fundamentals of geoprocessing, ModelBuilder and the Python language. Students will learn how to write scripts that work with spatial data, run tools in Python and automate tasks in ArcGIS. Topics include map scripting, debugging and error handling, and the creation of Python functions and object classes. Integrated lab exercises offer an opportunity to gain hands-on experience using commercial GIS software to process real-world data. Students will conceptualize, plan, implement and document the results of GIS mapping applications, customizations, automations and extensions.

Prerequisites: CIS 156 and CIS 237

Additional Course Fee: $30.00"
"VITI","115","GRAPEVINE PRUNING","1","-","-","-","1","-","-","-","1","-","-","-","1","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","115 GRAPEVINE PRUNING    1 (1-0)

This course covers the various systems and strategies for pruning grapevines for quality wine production. Students will receive hands-on instruction and coaching to complete a vineyard pruning project at LMC&apos;s teaching vineyard block. Student may complete pruning project at outside vineyard site with prior instructor approval.

Prerequisites: VITI 110 (may be taken concurrently)

Additional Course Fee: $65.00"
"COMM","225","GROUP COMM AND LDRSHIP","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","225 GROUP COMMUNICATION AND LEADERSHIP   3 (3-0) 

Discussion and leadership in business and industry. Conference and meeting formats: panel, forum, symposium, group dynamics, role playing, brainstorming, and problem solving exercises.  

Prerequisites: ENGL 101"
"HOSP","130","GUEST SERVICE AND ETIQUETTE","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","130 GUEST SERVICE AND ETIQUETTE  3 (3-0)
This course provides the foundation for modern hospitality guest service, professional etiquette, and food and beverage service techniques. Classroom activities focus on lifelong guest service relationship building strategies, fine-tuning the students own style of professional interactions and behaviors, as well as learning modern dining room techniques and standards. Proper grooming, dress, and communications are emphasized."
"CHDV","113","GUID YOUNG CHILDRENS SOC DEVEL","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","113 GUIDING YOUNG CHILDREN’S SOCIAL DEVELOPMENT   3 (3-0)

This course explores specific strategies and methods that guide children's social development and their behavior. Students will learn techniques for listening and talking to children, guiding children's problem solving and choices, and strategies to promote growth and internal self-control. Weekly field experiences with children will provide opportunities to observe the social skills young children need to learn. This course is designed for students in the Child Development program. Note: This course is not a part of the Teacher Education programming sequence.

Prerequisites: None"
"MUSI","186","GUITAR CLASS II","1","-","-","-","1","-","-","-","1","-","-","-","1","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","186  GUITAR CLASS II   1(1-0)

A continuation of Guitar Class I.  Instruction will be provided on bar chords, transposition, improvisation, tablature, and various strumming techniques.  The student will be required to have access to a Folk or Classical type guitar.

Prerequisites: MUSI 185"
"MUSI","185","GUITAR ENSEMBLE","1","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","185 GUITAR ENSEMBLE   1 (1-0)

Group instruction in guitar fundamentals for the student who has had little or no previous experience. The course will provide basic instruction in using the guitar as an accompanying instrument and as a solo or melody-playing instrument, and will provide the fundamentals of music reading. The student will be required to have access to a Classical or Folk type guitar.

Prerequisites: None

Additional Course Fee: $25.00"
"CLS","103","HIGHER LEARNING STRATEGIES","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","103 HIGHER LEARNING STRATEGIES   2 (2-0)

An introduction to learning strategies designed to increase student success by offering an applied approach for increased comprehension and retention of course content. This class will focus on developing inquiry based skills through application to current and future course work.

Prerequisites: None"
"HIST","213","HIST & SOC STUD FOR ELEM TCHR","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","213 HISTORY & SOCIAL STUDIES FOR ELEMENTARY TEACHERS     3 (3-0)

Introduces the basic content of United States and Michigan history for students who plan to teach at the PK-6 grade levels. Students will develop knowledge, understanding, and application of the major concepts and events. They will also develop a sense of how to use local history resources for their students.

Prerequisites: None"
"HIST","101","HIST/WESTERN CIVILIZATION I","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","101 HISTORY OF WESTERN CIVILIZATION I   4 (4-0)Explores evolution of Western cultural heritage from roots in the ancient world to Italian Renaissance. Examines character and achievements of ancient civilizations of Mesopotamia, Egypt, Greece and Rome. Traces rise and spread of great Western religions- Judaism, Christianity and Islam. Concludes with analysis of essential features of early and late medieval civilization, and changes wrought in European society by Renaissance.Prerequisites: None"
"HIST","102","HIST/WESTERN CIVILIZATION II","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","102 HISTORY OF WESTERN CIVILIZATION II   4 (4-0)

Examines developments in European world from 1500 to 1920. Begins with analysis of forces that shaped early modern society: Protestant Reformation, commercial revolution, rise of absolute monarchies and nation state, and scientific and intellectual revolution of 17th and 18th centuries. Explores impact of two upheavals, French Revolution and Industrial Revolution, on events and ideologies of 19th century. Among topics considered are growth of liberalism, socialism, Marxism, nationalism and scientific secularism, and their social and political consequences. Study of causes and effects of World War I.

Prerequisites: None
"
"ART","200","HISTORY OF ART I","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","200  HISTORY OF ART I     3(3-0)

Lecture course that discusses a historical survey of architecture, sculpture and painting from Prehistoric Period to Gothic Period.  Includes study of Egyptian, Greek, Roman and Romanesque art.  

Prerequisites: None"
"ART","201","HISTORY OF ART II","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","201  HISTORY OF ART II     3(3-0)

A historical survey of architecture, sculpture and painting from Renaissance to Twentieth Century. Focus on important aspects of Baroque, Neo-classical and Romantic art culminating in Modern Movement.  

Prerequisite: None"
"MUSI","187","HISTORY OF ROCK MUSIC","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","&quot;187  HISTORY OF ROCK MUSIC    3(3-0)

This course provides an in-depth exploration of the history and development of rock music, from its roots in blues, jazz, and country to its evolution into a dominant cultural force. Topics include the rise of rock &apos;n&apos; roll, the British Invasion, punk, metal, alternative rock, and the impact of technology on the genre. 

Prerequisites: None"
"PSYC","231H","HONORS ABNORMAL PSYCHOLOGY","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","231  HONORS ABNORMAL PSYCHOLOGY     Fall, Spring     3 (3-0)
Descriptions of cognitive, affective and behavioral disorders.  Origins of specific disorders considered along with nature and problem of diagnosis and classification, and contemporary modes of treatment.  
Prerequisites:  E, R, PSYC 201"
"MUSI","162H","HONORS BASIC MUSIC I","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","162H  HONORS BASIC MUSIC I   3 (3-0)

A study of traditional harmony through analysis and part writing including a review of fundamentals, diatonic triads in inversion, cadences and non-chord tones. For music majors and minors.  

Prerequisites: Admission into the music program; Admission into the Honors Program

Corequisites: MUSI 114 and MUSI 164"
"MUSI","100XH","HONORS BEG APPLIED MUSIC COMP","1","-","-","-","1","-","-","-","1","-","-","-","1","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","100XH HONORS BEGINNING APPLIED MUSIC COMPOSITION   1 (1-0)

Individual instruction, intended for personal enrichment. Beginning music composition lessons.

Prerequisites: Acceptance into the Honors program

Additional Course Fee: $90.00"
"ENGL","214H","HONORS CHILDREN'S LITERATURE","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","214H HONORS CHILDREN'S LITERATURE   3(3-0)

Folk and fairy tales, poetry, mythology, realistic fiction and minority group literature appropriate for children. Emphasis on selection and presentation of literature appropriate for children of preschool age through junior high level.

Prerequisites: ENGL 101 (may be taken concurrently) and acceptance into the Honors program"
"HONR","241","HONORS COLLOQUIUM","1","-","-","-","1","-","-","-","1","-","-","-","1","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","241 HONORS COLLOQUIUM   1 (1-0)

The Honors Colloquium involves an intensive study/research on a topic for that year to go along with the theme(s) of the public lectures for that year.  All honors students are required to register for the Colloquium every semester they are in the program. The Colloquium topic will be announced each year. The Colloquium incorporates open discussion of the main theme and mutual criticism and the study/research projects related to the main theme being done by the participants. The Colloquium includes attendance at the public lectures and discussion with these lecturers.

Prerequisites: None"
"ENGL","217H","HONORS CREATIVE WRITING","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","217H HONORS CREATIVE WRITING   3(3-0)

Imaginative writing, i.e., writing of original poetry, fiction, drama, and creative non-fiction (memoir). Study and application of specific techniques in each genre.  Conducted on workshop basis. Students expected to produce a portfolio of finished pieces in the four genres.

Prerequisites: ENGL 101 (may be taken concurrently) and acceptance into the Honors program"
"VITI","110H","HONORS ESTABLISHING A VINEYARD","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","110 HONORS ESTABLISHING A VINEYARD  3 (3-0)

This course is an introduction to the practices for establishing a vineyard.  Topics covered include site selection, the use of climatological data, vine varieties, soil preparation, vineyard layout, equipment, and planting methods."
"HIST","101H","HONORS HIST/WESTERN CIV. I","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","101H HONORS HISTORY OF WESTERN CIVILIZATION I   4 (4-0)Explores evolution of Western cultural heritage from roots in the ancient world to Italian Renaissance. Examines character and achievements of ancient civilizations of Mesopotamia, Egypt, Greece and Rome. Traces rise and spread of great Western religions- Judaism, Christianity and Islam. Concludes with analysis of essential features of early and late medieval civilization, and changes wrought in European society by Renaissance.Prerequisites: None"
"BIOL","110H","HONORS HUMAN ANAT & PHYSIOLOGY","4","-","-","-","5","-","-","-","5","-","-","-","3","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","BIOL 110H HONORS HUMAN ANATOMY & PHYSIOLOGY   4 (3-2)

A lecture and laboratory course designed for students interested in a health science program of study. Structure-function
relationships of the eleven organ systems of the human body are emphasized at the cell, tissue, organ and system levels. 

Prerequisites: ENGL 101 (may be taken concurrently) and acceptance into the Honors program

Additional Course Fee: $20.00"
"COMM","235H","HONORS INTERCULTURAL COMMUNICA","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","235H  HONORS INTERCULTURAL COMMUNICATION     3 (3-0) 

Intercultural Communication examines the impact of effective communication among diverse cultures. Among the topics covered are the process of creating cultural identity and perspectives, ethnocentrism, the impact of values and beliefs, and verbal and nonverbal communication.

Prerequisites: ENGL 101 and acceptance into the Honors program"
"POSC","203H","HONORS INTERNATIONAL RELATIONS","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","203H  HONORS INTERNATIONAL RELATIONS  SPRING (EVEN YEARS)           3 (3-0)
Examines the relations that exist among nation-states.  Particular emphasis is placed upon the factors/variables contributing to national power, the instruments used by nation-states to promote their own interests and the methods used to control interstate relations such as international law, balance of power arrangements, pacific settlement of disputes and international organizations.
Prerequisites: POSC 101"
"SOC","215H","HONORS INTERNET, SOCIETY & SOC","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","215 HONORS INTERNET, SOCIETY, AND SOCIAL MEDIA 3 (3-0) 

In this course we trace the historical development of the internet and the creation of various social media platforms. We study the impact of the internet and social media on various parts of U.S. society, including friendships, romantic relationships, political participation, educational attainment, and economic opportunity. In this course we also review how the Internet impacts the experience of race, gender, and class during both on- and offline interaction. Lastly, we learn about new research methods for studying online communities and spaces.

Prerequisite: SOC 101"
"PSYC","205H","HONORS INTERPERSONAL RELATIONS","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","205H  HONORS INTERPERSONAL RELATIONS    3 (3-0)

Interpersonal communication theory and practice to enhance effectiveness in interpersonal relations through better understanding of self and others.  Topics include areas such as active listening behaviors, assertive confrontation and conflict resolution.

Prerequisites: None"
"HUMN","208H","HONORS INTERPRETING FILM & FIC","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","208H HONORS INTERPRETING FILM AND FICTION   3(3-0)Approaches to find and test meanings in films, short fiction, novels and plays.  Particular works in media considered in terms of critical literacies each requires.Prerequisites: Acceptance into the Honors program"
"PSYC","250H","HONORS INTRO SOCIAL SCIENCE RE","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","250H  HONORS INTRODUCTION TO SOCIAL SCIENCE RESEARCH     4 (4-0)

Research process from development of hypothesis to report of findings. Research strategies include survey research, experimental designs, interviewing, observation and content analysis. For social science majors who plan to transfer. Permission of instructor is required for this course."
"PSYC","202H","HONORS INTRO TO BEHAV. ANALYS.","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","202H HONORS INTRODUCTION TO BEHAVIOR ANALYSIS 4(4-0)

This course introduces students to the principles of conditioning and behavior analysis concepts that can be applied to many areas in psychology (i.e. clinical, research, industrial/organizational). Topics covered will address autism, psychoses, anorexia, phobia, ethics, religion, gender, procrastination, sexual behavior, drug use, speech pathology, developmental disabilities, social work, special education, behavioral medicine, animal training, juvenile corrections, and everyday life. 

Prerequisites: PSYC 201 (may be taken concurrently) and acceptance into the Honors program"
"CRIM","140H","HONORS INTRO TO CRIMINAL JUSTI","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","140 HONORS INTRODUCTION TO CRIMINAL JUSTICE   3 (3-0)

History, philosophy and mechanics of several elements that comprise the criminal justice system. Related responsibilities and vocational opportunities are discussed. Designed to introduce students to criminal justice system. 

Prerequisites: Acceptance into the Honors program"
"PSYC","201H","HONORS INTRO TO PSYCHOLOGY","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","201H HONORS INTRODUCTION TO PSYCHOLOGY    3(3-0)

This course is the scientific study of human behavior. Its aims are two-fold: (1) to increase the student&apos;s ability to think critically and (2) to give a general introduction to the field of psychology.

Prerequisites: Acceptance into the Honors program"
"COMM","101H","HONORS INTRO TO PUB. SPEAKING","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","101H  HONORS INTRODUCTION TO PUBLIC SPEAKING   3 (3-0)

Beginning course in public speaking dealing with application of basic principles and practices of effective speaking. Coursework includes oral presentations and practical applications of speech communication theory.

Prerequisites: ENGL 101 (may be taken concurrently) and acceptance into the Honors program"
"MUSI","163H","HONORS MUSIC THEORY II","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","163H HONORS MUSIC THEORY II    3 (3-0)

Continuation of MUSI 162. The study of diatonic and chromatic harmony through analysis and part writing, including diatonic, and secondary 7th chords, the Neapolitan chord, augmented sixth chords, and modulations to foreign keys.

Prerequisites: MUSI 162; Admission into the Honors Program

Corequisites: MUSI 115 and MUSI 165"
"BIOL","120H","HONORS PLANT BIOLOGY","4","-","-","-","5","-","-","-","5","-","-","-","3","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","120H  HONORS PLANT BIOLOGY    4(3-2)

A basic course in plant science designed to provide a practical understanding of plant morphology along with the processes involved in plant growth and development.

Prerequisites: ENGL101 (may be taken concurrently)

Additional Course Fee: $20.00"
"BUSA","204H","HONORS PRIN. OF ECON. (MICRO)","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","204H  HONORS PRINCIPLES OF ECONOMICS (MICRO)   3(3-0)

Explore the micro economy by focusing on how individuals, firms, and governments make interconnected economic choices. Delve into core economic assumptions, and build foundational models of individual and firm economic behavior. Analyze market dynamics in both competitive and imperfectly competitive economic structures. Examine factor markets and assess market failures caused by externalities and public goods.

Prerequisites: ENGL 101 (may be taken concurrently) and MATH 122 (may be taken concurrently) or equivalent minimum test score: ACT Math 23, SAT Math 550 (composite), SAT Math 27.5 (section), Accuplacer Advanced Algebra 237, and acceptance into the Honors program"
"BIOL","111H","HONORS PRINCIPLES OF BIOLOGY I","4","-","-","-","6","-","-","-","6","-","-","-","3","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","111H  HONORS PRINCIPLES OF BIOLOGY I   4 (3-3)

Emphasizes molecular biology, cell chemistry, cell structure and function, physiology, growth and development and genetics. For Biology majors and minors, or students planning to transfer to pre-professional programs requiring Biology. Includes a three-hour laboratory experience per week. 

Prerequisites: BIOL 107 or 109 or 110 or 112 or 120; or 2 years high school biology; or 1 year high school biology and 1 year high school chemistry; and acceptance into the Honors program

Additional Course Fee: $20.00"
"BUSA","209H","HONORS PRINCIPLES OF MARKETING","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","209 PRINCIPLES OF MARKETING   3 (3-0)

Explores core marketing concepts and emphasizes experiential learning.  Develops strategic thinking skills through the creation of marketing plan segments.  Examines the situation analysis, market research, segmentation, targeting and positioning, and the 4 P&apos;s: Product, Price, Place, and Promotion. 

Prerequisites: Acceptance into the Honors program"
"ENOL","210H","HONORS WINE CHEMISTRY","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","210H HONORS WINE CHEMISTRY   3 (3 - 0)

This is an advanced enology course covering the chemical principles of wine production. Students will develop an understanding of juice and wine chemistry, and examine the role of biochemical processes such as fermentation and aging, and their impact on chemical parameters that affect wine stability and influence wine processing decisions.

Prerequisites: ENOL 101 and CHEM 104 or CHEM 111

Additional Course Fee: $150.00"
"POSC","205H","HONORS- POLITICAL SCI- SPECIAL","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","205H HONORS- POLITICAL SCIENCE- SPECIAL TOPICS    3(3-0)

An in-depth study of specific topics in political science or direct involvement in a politically-oriented project. May be in a seminar format, active learning format or be research focused. Students may be involved in selecting projects and research topics. POSC 205 may be repeated in courses of differing topics for a maximum of 6 credits.

Prerequisites: POSC101"
"HOSP","200","HOSP MANAGEMENT INTERNSHIP I","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","200 HOSPITALITY MANAGEMENT INTERNSHIP I  FEE 3 (3-0)

Supervised work experience integrates academic study with hospitality industry experience in hotel/motel or restaurant work site. Students work 120 hours at assigned hospitality management sites and complete 15 hours of campus class time. Students must meet with Program Coordinator prior to enrollment

Prerequisites: HOSP 110, HOSP 115, HOSP 150, HOSP 252
"
"HOSP","295","HOSP MANAGEMENT INTERNSHIP II","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","295 HOSPITALITY MANAGEMENT INTERNSHIP II 3 (3-0)

The second hospitality management internship is a source of learning and enhancement to the student’s academic experience and career goals.  Achieved through experiential education, the student is engaged in a partnership between LMC and leading hospitality industry partners.  Hospitality Internship II is designed to be supervisory in nature requiring supervising of people, and/or managing specific projects at the property.  This unique learning experience will be guided by these work related experiences as well as academic reflection and learning designed to enhance the student’s knowledge and readiness to transfer into a great career in the hospitality industry.

Prerequisite(s): HOSP 200"
"CULI","254","HOSP. COST CONTROL SYSTEMS","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","254 HOSPITALITY COST CONTROL SYSTEMS   3 (3-0) 

Capstone course in financial control for hospitality student. Areas covered include room, food and beverage control systems, operating budget, income and cost control, menu pricing and practical application. 

Prerequisites: None"
"HOSP","255","HOTEL MGMT AND OPERATIONS","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","255  HOTEL MANAGEMENT AND OPERATIONS    Fall                                  3(3-0)
Provides knowledge of the management of flow of operations to all hotel departments.  Includes finance, front office, housekeeping, maintenance, marketing, engineering, information management, security, and food and beverage.  Utilizes real-world case studies that correlate management problems with problem solving techniques.
Prerequisites:  E,M,R"
"BIOL","205","HUMAN ANATOMY","4","-","-","-","5","-","-","-","5","-","-","-","3","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","205 HUMAN ANATOMY   4 (3-2)

A lecture and laboratory course in which the human body is studied at the histological and gross levels of structure. Laboratory work includes organ dissection and the application of cadaver software and anatomical models illustrating the musculoskeletal, neuroendocrine, cardiopulmonary, and urogenital systems.  

Prerequisites: BIOL 107 or 109 or 110 or 111 or 120 or 2 years high school biology

Additional Course Fee: $20.00"
"BIOL","110","HUMAN ANATOMY & PHYSIOLOGY","4","-","-","-","5","-","-","-","5","-","-","-","3","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","110  HUMAN ANATOMY & PHYSIOLOGY     4(3-2)

A lecture and laboratory course designed for students interested in a health science program of study. Structure-function relationships of the eleven organ systems of the human body are emphasized at the cell, tissue, organ and system levels.  

NOTE: students with one year of high school biology (with a C or better, taken within the last 5 years) and one year of high school anatomy and physiology (with a C or better, taken within the last 5 years) may be placed in BIOL 205 with Natural Science Chair approval.

Prerequisite:  ENGL 101 (may be taken concurrently)

Additional Course Fee: $20.00"
"PSYC","203","HUMAN DEVELOPMENT","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","203 HUMAN DEVELOPMENT    3(3-0)

Physical, behavioral, cognitive, and social emotional development from conception through death.

Prerequisites: PSYC201"
"MEDA","202","HUMAN DISEASE OVERVIEW","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","202  HUMAN DISEASE OVERVIEW   3(3-0)

This course covers common diseases associated with human body systems. Topics will include diagnostic procedures and treatment modalities, and appropriate methods of patient instruction and education as they relate to diseases and disorders. Students will also learn about nutrition and health promotion.

Prerequisites: HEAL 101 and HEAL 103 and BIOL 110 or 205 or 206"
"GEOG","101","HUMAN GEOGRAPHY","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","101  HUMAN GEOGRAPHY    4 (4-0)

Broad approach to human geography that deals with fundamental relationship of humans to land-why people live where they do and as they do.  Proposes that each society interprets earth and humans from viewpoint of its particular culture.  Cultural factors studied with examples from modern societies.

Prerequisites: ENGL101 (may be taken concurrently)"
"BIOL","206","HUMAN PHYSIOLOGY","4","-","-","-","6","-","-","-","6","-","-","-","3","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","206 HUMAN PHYSIOLOGY   4(3-3)

A lecture and laboratory course covering the basic principles and concepts of human physiology.  Online and classroom lectures are used to present core content.  Computer simulations and hands-on laboratories are integrated with discussions and provide opportunity to apply basic physiological principles.  Case studies are designed to help students make connections between knowledge of physiology and real-world situations.  

Prerequisites: BIOL 205 and CHEM 101 or 104 or 111 or 203 or PHSC 101

Additional Course Fee: $20.00"
